LÄNSKOD;LÄN;KOMMUNKOD;KOMMUN;VALNÄMND;HEMSIDA;TELNR;LOKALID;LOKAL;ADRESS1;ADRESS2;TILLGÄNGL;BEGRTILLT;LATITUD;LONGITUD;2022-08-24;2022-08-25;2022-08-26;2022-08-27;2022-08-28;2022-08-29;2022-08-30;2022-08-31;2022-09-01;2022-09-02;2022-09-03;2022-09-04;2022-09-05;2022-09-06;2022-09-07;2022-09-08;2022-09-09;2022-09-10;2022-09-11
20;Dalarnas län;26;Gagnef;Valnämnden i Gagnefs kommun;www.gagnef.se;070-176 45 47;2026003;Biblioteket Mockfjärd;;Skolvägen 1;Tillgänglighetsanpassad;N;60,495307;14,958638;09:00-13:00;;;;;15:00-19:00;;;09:00-13:00;;;;15:00-19:00;;;09:00-13:00;;;
20;Dalarnas län;26;Gagnef;Valnämnden i Gagnefs kommun;www.gagnef.se;070-176 45 47;2026005;Aktivitetshuset Gagnef;;Ängsholsvägen 1;Tillgänglighetsanpassad;N;60,58985551490998;15,080596285211001;;;16:00-19:00;;;;;14:00-18:00;;16:00-19:00;;;;16:00-19:00;;16:00-19:00;;;
20;Dalarnas län;83;Hedemora;Valnämnden i Hedemora kommun;www.hedemora.se;0225 340 03;2083001;Tjädernhuset;Kommunhusets reception;Hökargatan 6;Markplan;N;60,277716;15,987332;08:30-17:00;08:30-19:00;08:30-17:00;10:00-13:00;10:00-13:00;08:30-17:00;08:30-19:00;08:30-17:00;08:30-19:00;08:30-17:00;10:00-13:00;10:00-13:00;08:30-17:00;08:30-19:00;08:30-17:00;08:30-19:00;08:30-17:00;10:00-13:00;08:00-20:00
20;Dalarnas län;83;Hedemora;Valnämnden i Hedemora kommun;www.hedemora.se;0225 340 03;2083005;Långshyttans Folket Hus;Matsalen;Björkallén 1;Ramp finns vid entré;N;60,454331;16,033051;;;;;;;;;;;;;;10:00-13:00;;16:00-19:00;;;
20;Dalarnas län;83;Hedemora;Valnämnden i Hedemora kommun;www.hedemora.se;0225 340 03;2083004;Församlinghemmet Garpenberg;Friliggande församlingshem i närhet av Svenska kyrkan i Garpenberg, gul byggnad.;Kyrkbacken 8, Garpenberg;Ramp finns vid entré;N;60,313922;16,205298;;;;;;;;;;;;;;10:00-13:00;;16:00-19:00;;;
20;Dalarnas län;83;Hedemora;Valnämnden i Hedemora kommun;www.hedemora.se;0225 340 03;2083003;Vikmanshyttan Kyrka/ Församlingshem;;Östra Nygatan 3;Ramp finns vid entré;N;60,297034;15,825185;;;;;;;;;;;;;;10:00-13:00;;16:00-19:00;;;
20;Dalarnas län;29;Leksand;Valnämnden i Leksands kommun;www.leksand.se;0247-80377;2029004;Insjöns bibliotek;;Skolvägen 16;Tillgänglig för rullstol och rollator.;N;60,683389;15,096934;;10:00-12:00,14:00-18:30;;;;;10:00-12:00,14:00-18:30;;10:00-12:00,14:00-18:30;;;;;10:00-12:00,14:00-18:30;;10:00-12:00,14:00-18:30;;;
20;Dalarnas län;29;Leksand;Valnämnden i Leksands kommun;www.leksand.se;0247-80377;2029003;Sockenstugan, Djura;;Djura Hedbyvägen 3;Tillgänglig för rullstol och rollator.;N;60,61138;15,0016;;;;;;;;;;;;;;;;;;;10:00-15:00
20;Dalarnas län;29;Leksand;Valnämnden i Leksands kommun;www.leksand.se;0247-80377;2029002;Kommunhuset;;Torget 5;Tillgänglig för rullstol och rollator.;N;60,732263;14,997625;09:00-15:00;09:00-15:00;09:00-15:00;;11:00-14:00;09:00-15:00;09:00-15:00;09:00-15:00;09:00-15:00;09:00-15:00;;11:00-14:00;09:00-15:00;09:00-18:30;09:00-15:00;09:00-18:30;09:00-15:00;;08:00-20:00
20;Dalarnas län;29;Leksand;Valnämnden i Leksands kommun;www.leksand.se;0247-80377;2029001;Siljansnäs sockenstuga;;Björkbergsvägen 58;Tillgänglig för rullstol och rollator med hiss.;N;60,777639;14,861475;13:00-19:00;;13:00-16:00;;;13:00-16:00;;13:00-19:00;;13:00-16:00;;;13:00-16:00;;13:00-19:00;;13:00-16:00;;
20;Dalarnas län;29;Leksand;Valnämnden i Leksands kommun;www.leksand.se;0247-80377;2029005;Leksands bibliotek;;Kyrkallén 3;Tillgänglig för rullstol och rollator.;N;60,730647;14,993332;14:00-17:00;11:00-17:00;11:00-17:00;11:00-14:00;;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;11:00-14:00;;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;14:00-17:00;11:00-14:00;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085008;Grängesbergs bibliotek;;Kopparbergsvägen 55 A;Ingången på baksidan är utan trapp.;N;60,076193;15,005855;11:00-18:00;11:00-16:00;11:00-16:00;;;11:00-18:00;11:00-16:00;11:00-18:00;11:00-16:00;11:00-16:00;;;11:00-18:00;11:00-16:00;11:00-18:00;11:00-16:00;11:00-16:00;;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085006;Nyhammars Folkets Hus;;Folkets husvägen 12;;N;60,291311;14,965128;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085009;Ludvika sporthall;A-hallen;Tingshusgatan 18;;N;60,15139;15,192;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085007;Ludvika Folkets Hus;;Carlavägen 24;;N;60,148919;15,189633;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;10:00-13:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-13:00;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085004;Ludvika lasarett;;Biskopsvägen 22;;N;60,156002;15,203635;10:00-16:00;10:00-16:00;10:00-16:00;;;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;;;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085003;Håksbergs förskola;;Solbergsvägen 6;;N;60,188672;15,2072;;;;;;;;;;;;;;;;;;;10:00-15:00
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085002;Lingongårdens samlingssal;;Lingongården 8;;N;60,131684;15,18166;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;11:00-17:00;;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085001;Fredriksbergs bibliotek;;Tyforsvägen 4;;N;60,141889;14,37274;13:00-18:00;10:00-15:00;;;;13:00-18:00;10:00-15:00;13:00-18:00;10:00-15:00;;;;10:00-12:00,13:00-18:00;10:00-15:00;10:00-12:00,13:00-18:00;10:00-15:00;;;
20;Dalarnas län;85;Ludvika;Valnämnden i Ludvika kommun;ludvika.se/val;0240-860 00;2085005;Saxdalens gymnastikhall;;Oxbrovägen 43A;;N;60,149959;14,973679;;;;;;;;;;;;;;;;;;;10:00-15:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023010;Lima MS klubblokal;;Limedsforsen;;N;60,89311;13,39248;;;;;;;;;;;;10:00-14:00;;;;;;;
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023001;Skålmogårdens äldreboende;;;;N;60,94508;13,35606;;;10:00-12:00;;;;;;;;;;;;;;;;
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023003;Malung-Sälens gymnasieskola;;Västra Bangatan 20;;N;60,681459;13,725006;;;;;;;10:00-13:00;;;;;;;;;;;;
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023009;Rörbäcksnäs skola;;Rörbäcksnäs 3233;Det finns en ramp in genom ytterdörren;N;61,131343;12,811113;;;;;;;;;;;;;;;;;;;08:00-12:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023008;Kommunkontoret;;Lisagatan 34;Handikappanpassad toalett finns.;N;60,683831;13,714457;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023007;Sälens bibliotek;;Centrumhuset;;N;61,15559;13,268459;10:00-18:00;10:00-16:00;10:00-16:00;10:00-14:00;;10:00-18:00;10:00-18:00;10:00-18:00;10:00-16:00;10:00-16:00;10:00-14:00;;10:00-18:00;10:00-18:00;10:00-18:00;10:00-16:00;10:00-16:00;10:00-14:00;
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023006;Förskolan/skolan Sörsjön;;Skolhusvägen 4A;Ramp vid ytterdörren.;N;61,410846;13,081487;;;;;;;;;;;;;;;;;;;08:00-12:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023005;Öje centrumhus;;Intill E45;Handikappanpassad;N;60,80859;13,860777;;;;;;;;;;;;;;;;;;;08:00-12:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023004;Tyngsjö bygdegård;;Prästgårdsvägen 3;;N;60,289637;13,872059;;;;;;;;;;;;;;;;;;;08:00-12:00
20;Dalarnas län;23;Malung-Sälen;Valnämnden i Malung-Sälens kommun;malung-salen.se/kommun-och-politik/val-2022;070-658 68 33;2023002;Malungs bibliotek;;Lisagatan 32 B;Det finns ramp samt handikappanpassad toalett.;N;60,684016;13,714534;11:00-19:00;11:00-17:00;11:00-17:00;10:00-14:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-17:00;11:00-17:00;10:00-14:00;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-17:00;11:00-17:00;10:00-14:00;
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062009;Mora bibliotek;;Köpmannagatan 4;Förtidsröstningen sker på nedre plan. Ramp finns till vänster om lånedisken;N;61,00507;14,539883;11:00-16:00;11:00-16:00;11:00-16:00;11:00-14:30;;09:00-17:30;09:00-17:30;09:00-17:30;09:00-17:30;09:00-17:30;11:00-14:30;;09:00-17:30;09:00-17:30;09:00-17:30;09:00-17:30;09:00-17:30;11:00-14:30;
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062008;Handlarn i Våmhus;;Våmhusvägen 40;;N;61,113797;14,473577;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;11:00-17:30;
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062007;Tempo i Venjan;;Tennängsvägen 5;Handikappsramp;N;60,953654;13,908099;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;10:00-14:00;;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;10:00-14:00;;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;09:00-12:00,14:00-17:00;10:00-14:00;
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062006;Oxbergsgården (11 sep kl. 14-17);;Oxbergs landsväg 40;Möjlig ingång på baksidan för väljare med funktionsnedsättning.;N;61,123385;14,174072;;;;;;;;;;;;;;;;;;;14:00-17:00
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062010;Siknäs bygdegård (11 Sep kl. 14-17);;Vansbrovägen 126;Handikappsramp på baksidan.;N;60,779034;14,151705;;;;;;;;;;;;;;;;;;;14:00-17:00
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062003;Andreasgården;;Dalagatan 13;Entréplan. Dörröppnare;N;61,00796;14,540804;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062002;Garsås bygdegård (11 sep kl. 14-17);;Riksvägen 128;;N;60,921628;14,826516;;;;;;;;;;;;;;;;;;;14:00-17:00
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062001;Konsum Sollerön;;Soldvägen 11;Handikappsramp;N;60,917267;14,61715;08:00-18:00;08:00-18:00;08:00-18:00;09:00-17:00;11:00-16:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;09:00-17:00;11:00-16:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;09:00-17:00;
20;Dalarnas län;62;Mora;Valnämnden i Mora kommun;www.morakommun.se;0250 26000;2062004;Venjans kommunhus (11 sep kl. 14-17);;Skärgårdsvägen 4;Handikappramp på framsidan;N;60,950443;13,908992;;;;;;;;;;;;;;;;;;;14:00-17:00
20;Dalarnas län;34;Orsa;Valnämnden i Orsa kommun;orsa.se;0250 55 24 50;2034001;Kommunhuset/Tingshuset;;Parkgatan 1;Hiss finns på baksidan av kommunhuset. Vid behov be personalen i kommunhuset om hjälp. Eventuellt ring och anmäl att du kommer på telefon 0250-55 24 50.;N;61,120583;14,61193;10:00-11:30,13:00-17:00;10:00-11:30,13:00-19:00;10:00-11:30,13:00-17:00;10:00-13:00;10:00-13:00;10:00-11:30,13:00-19:00;10:00-11:30,13:00-17:00;10:00-11:30,13:00-17:00;10:00-11:30,13:00-19:00;10:00-11:30,13:00-17:00;10:00-13:00;10:00-13:00;10:00-11:30,13:00-19:00;10:00-11:30,13:00-17:00;10:00-11:30,13:00-17:00;10:00-11:30,13:00-19:00;10:00-11:30,13:00-17:00;10:00-13:00;08:00-20:00
20;Dalarnas län;31;Rättvik;Valnämnden i Rättviks kommun;www.rattvik.se;0248-705 00;2031004;Bingsjö bystuga;;Bingsjö Lambornsvägen 20;Ja;N;61,023205;15,647332;;;;;;;;;;;;;;;;;;;10:00-12:00
20;Dalarnas län;31;Rättvik;Valnämnden i Rättviks kommun;www.rattvik.se;0248-705 00;2031003;Ore bibliotek;;Strandvägen 14;Ja;N;61,168307;15,143875;;10:00-12:00,13:00-17:00;;;;;;;10:00-12:00,13:00-17:00;;;;;;;10:00-12:00,13:00-17:00;;;
20;Dalarnas län;31;Rättvik;Valnämnden i Rättviks kommun;www.rattvik.se;0248-705 00;2031002;Kulturhuset;;Storgatan 2;Ja;N;60,881873;15,121849;11:00-18:00;11:00-18:00;11:00-18:00;10:00-14:00;12:00-15:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-18:00;10:00-14:00;12:00-15:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-18:00;11:00-18:00;10:00-14:00;08:00-20:00
20;Dalarnas län;31;Rättvik;Valnämnden i Rättviks kommun;www.rattvik.se;0248-705 00;2031001;Stiernhööksgymnasiet;Masens matsal;Masvägen 5;Ja;N;60,892629;15,103456;;;;;;;;;;;;;;11:00-13:00;;;;;
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061001;Gubbo Folkets Hus;;Gubbovägen 196;;N;60,177877;15,322101;;;;;;;;;;;;;;;;;;;14:00-16:00
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061005;Snöåns Bystuga;;Snöåvägen 219;;N;60,07664;15,232172;;;;;;;;;;;;;;;;;;;13:00-15:00
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061004;Biblioteket Smedjebacken;;Malmgatan 4;;N;60,142354;15,411007;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061003;Söderbärke Folkets Hus;;Parkvägen 10;;N;60,071709;15,557049;13:00-18:00;;10:00-14:00;10:00-13:00;;13:00-18:00;;13:00-18:00;;10:00-14:00;10:00-13:00;;13:00-18:00;;13:00-18:00;;10:00-14:00;10:00-13:00;08:00-20:00
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061002;Malingsbo Bygdegård;;Bygdegårdsallén 1;;N;59,930208;15,434769;;;;;;;;;;;;;;;;;;;10:00-12:00
20;Dalarnas län;61;Smedjebacken;Valnämnden i Smedjebackens kommun;www.smedjebacken.se;0240-66 01 01;2061006;Kommunhuset Smedjebacken;;Vasagatan 17;;N;60,143115;15,414623;09:30-18:00;09:30-18:00;09:30-18:00;10:00-13:00;10:00-13:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;10:00-13:00;10:00-13:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;09:30-18:00;10:00-13:00;
20;Dalarnas län;82;Säter;Valnämnden i Säters kommun;www.sater.se;0225-550 00;2082002;Folkets Hus i Säter;;Järnvägsgatan 22;;N;60,345001;15,759184;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;82;Säter;Valnämnden i Säters kommun;www.sater.se;0225-550 00;2082005;Skenshyttans Bygdegård;;Skenshyttan 38;;N;60,340708;15,399346;;;;;;;;;;;;;;;;;;;10:00-13:00
20;Dalarnas län;82;Säter;Valnämnden i Säters kommun;www.sater.se;0225-550 00;2082004;Säters bibliotek;;Skolgränd 6;;N;60,347473;15,749643;12:00-19:00;12:00-19:00;12:00-19:00;10:00-14:00;10:00-14:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;10:00-14:00;10:00-14:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;10:00-14:00;
20;Dalarnas län;82;Säter;Valnämnden i Säters kommun;www.sater.se;0225-550 00;2082001;Stora Skedvi bibliotek;;Landsvägen 27;;N;60,40517;15,808384;13:00-17:00;15:00-19:00;;;;;;13:00-17:00;15:00-19:00;;;;;;13:00-17:00;15:00-19:00;;;
20;Dalarnas län;82;Säter;Valnämnden i Säters kommun;www.sater.se;0225-550 00;2082003;Enbackagården;;Åkervägen 1;;N;60,410187;15,61286;;;;;;14:00-18:00;10:00-14:00;;;;;;14:00-18:00;10:00-14:00;;;;;
20;Dalarnas län;21;Vansbro;Valnämnden i Vansbro kommun;www.vansbro.se;0281-750 08;2021001;Biblioteket i Dala-Järna;;Myrbacka 82;;N;60,547859;14,366469;;14:00-19:00;;;;;;;14:00-19:00;;;;;;;14:00-19:00;;;
20;Dalarnas län;21;Vansbro;Valnämnden i Vansbro kommun;www.vansbro.se;0281-750 08;2021002;Berghedens skola;;Ovanheden 13;;N;60,481496;14,009929;;;;;;;;;;;;;;;;;;;08:00-13:00,16:00-20:00
20;Dalarnas län;21;Vansbro;Valnämnden i Vansbro kommun;www.vansbro.se;0281-750 08;2021006;Foajén i Medborgarhuset;;Norra allégatan 30;;N;60,510445;14,222918;16:00-19:00;16:00-19:00;16:00-19:00;11:00-14:00;11:00-14:00;16:00-19:00;16:00-19:00;16:00-19:00;16:00-19:00;16:00-19:00;11:00-15:00;11:00-15:00;16:00-19:00;16:00-19:00;16:00-19:00;16:00-19:00;14:00-19:00;09:00-17:00;08:00-20:00
20;Dalarnas län;21;Vansbro;Valnämnden i Vansbro kommun;www.vansbro.se;0281-750 08;2021005;Församlingshemmet;;Strandvägen 1;;N;60,544329;14,364463;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;21;Vansbro;Valnämnden i Vansbro kommun;www.vansbro.se;0281-750 08;2021003;Nederborgs skola;;Skolvägen 2;;N;60,454001;14,495612;;;;;;;;;;;;;;;;;;;08:00-13:00,16:00-20:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039009;Kyrkbacksgården;;Kyrkbacksvägen 1, Särna;;N;61,694283;13,138415;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039001;Särnakontoret;;Torget;;N;61,693286;13,13715;;10:00-12:00,13:00-15:00;;;;;10:00-12:00,13:00-15:00,18:00-20:00;;10:00-12:00,13:00-15:00;;10:00-13:00;;;10:00-12:00,13:00-15:00,18:00-20:00;;10:00-12:00,13:00-15:00;;10:00-13:00;
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039002;Storsäterns skola;;Storsätern;;N;62,060341;12,318324;;;;;;;;;;;;;;;;;;;13:00-15:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039003;Gördalens bystuga;;Gördalen;;N;61,593724;12,494013;;;;;;;;;;;;;;;;;;;11:00-13:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039008;Folkets Hus Nornäs;;Nornäsvägen 33;;N;61,434694;13,241974;;;;;;;;;;;;;;;;;;;09:00-11:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039005;Kommunhuset i Älvdalen;;Permatsvägen 1;;N;61,228119;14,040303;10:00-15:00;10:00-15:00;10:00-15:00;10:00-13:00;;10:00-15:00;10:00-20:00;10:00-15:00;10:00-20:00;10:00-15:00;10:00-13:00;;10:00-15:00;10:00-20:00;10:00-15:00;10:00-20:00;10:00-15:00;10:00-13:00;08:00-20:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039006;Idre kulturhus, stora salen;;Framgårdsvägen 1;;N;61,857358;12,722366;;;;;;;;;;;;;;;;;;;08:00-20:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039007;Drevdagen Restaurang Fjällbjörken;;Slingan 1;;N;61,763116;12,406229;;;;;;;;;;;;;;;;;;;08:00-10:00
20;Dalarnas län;39;Älvdalen;Valnämnden i Älvdalens kommun;www.alvdalen.se;0251-313 15;2039004;Kommunalkontoret i Idre;;Byvägen 32;;N;61,857846;12,713306;10:00-12:00,13:00-15:00,18:00-20:00;;;;10:00-13:00;10:00-12:00,13:00-15:00;;10:00-12:00,13:00-15:00,18:00-20:00;;;;10:00-13:00;10:00-12:00,13:00-15:00;;10:00-12:00,13:00-15:00,18:00-20:00;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980001;Attendo Sudergården;;Suderkvior 16;;J;57,032371;18,269874;;;;;10:00-11:30;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980007;Attendo Regementsgatan;;Regementsgatan 19;;J;57,611245;18,277624;;;;;14:00-15:00;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980003;Kilåkern senior & säbo;;Apoteksgatan 3 B;;J;57,707388;18,80562;;;;;10:30-11:30;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980004;Wisbygymnasiet;;Säves väg 10;;J;57,62432;18,295616;;;;;;;;;;;;;;10:00-14:00;10:00-14:00;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980005;Almedalsbiblioteket;;Cramérgatan 5;Hiss finns;N;57,639894;18,289758;10:00-16:00;10:00-16:00;10:00-16:00;;;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;;;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-14:00;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980006;Gårdsservice Roma;;Visbyvägen 35;Lokal i markplan.;N;57,503818;18,456806;09:00-18:00;09:00-18:00;09:00-18:00;09:00-14:00;;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-14:00;;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-14:00;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980008;Fältgatan 75,77 och 79;;Fältgatan 75, 77 och 79;;J;57,630256;18,301198;;;;;13:00-14:00;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980009;Stiftelsen Gotlands Sjukhem;;Kopparsviksgatan 5;;J;57,629018;18,278742;;;;;11:30-13:00;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980010;Kriminalvården VO Gotland;;N Hansegatan 2b;;J;57,637349;18,305436;;;;;09:00-10:00;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980011;Åvallegården;;Skolgatan 9.;;J;57,386108;18,212974;;;;;09:30-10:30;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980012;Hemse äldreboende;;Hagagatan 30;;J;57,239118;18,371198;;;;;13:00-14:00;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980013;ICA Maxi Stormarknad;;Follingboväg 70;Lokal i markplan;N;57,62387;18,322442;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-14:00;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980014;Korttidsenheten, Visby;;Brömsebroväg 8;;J;57,640189;18,309451;;;;;14:30-15:30;;;;;;;;;;;;;;
09;Gotlands län;80;Gotland;Valnämnden i Gotlands kommun;www.gotland.se/val2022;0498-268127;980015;Stuxgården;;Strandvägen 51;;J;57,858127;19,062459;;;;;13:00-14:00;;;;;;;;;;;;;;
